"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 18, 2019","23.62","23.43","24.19","23.33","318.72K","1.24%"
"Nov 17, 2019","23.33","22.19","23.62","22.19","266.03K","-0.81%"
"Nov 14, 2019","23.52","24.00","24.57","23.33","220.42K","-3.17%"
"Nov 13, 2019","24.29","25.33","25.33","23.90","277.09K","-4.11%"
"Nov 12, 2019","25.33","25.71","26.00","25.33","158.91K","-1.86%"
"Nov 11, 2019","25.81","26.00","26.38","25.71","171.82K","-1.45%"
"Nov 07, 2019","26.19","26.67","26.67","25.90","231.17K","-0.72%"
"Nov 06, 2019","26.38","26.10","27.14","26.10","242.26K","1.85%"
"Nov 05, 2019","25.90","26.38","26.38","25.71","221.28K","-1.11%"
"Nov 04, 2019","26.19","26.86","26.95","26.10","108.53K","-3.18%"
"Nov 03, 2019","27.05","27.05","27.33","26.57","111.24K","1.08%"
"Oct 31, 2019","26.76","27.52","27.52","25.90","249.02K","-1.40%"
"Oct 30, 2019","27.14","25.52","27.52","25.43","342.70K","7.53%"
"Oct 29, 2019","25.24","27.43","27.43","24.86","306.65K","-8.91%"
"Oct 28, 2019","27.71","28.67","28.67","27.62","129.09K","-3.01%"
"Oct 27, 2019","28.57","27.62","28.67","27.62","130.86K","3.82%"
"Oct 24, 2019","27.52","27.62","27.81","26.95","115.62K","2.12%"
"Oct 23, 2019","26.95","26.76","27.43","26.10","117.93K","0.00%"
"Oct 22, 2019","26.95","26.67","28.86","26.67","75.95K","-2.74%"
"Oct 21, 2019","27.71","28.57","28.57","26.95","62.50K","-2.70%"
"Oct 20, 2019","28.48","28.67","29.05","28.00","51.19K","-0.66%"
"Oct 17, 2019","28.67","28.48","29.05","27.81","88.50K","0.00%"
"Oct 16, 2019","28.67","29.33","29.43","28.29","125.12K","-2.25%"
"Oct 15, 2019","29.33","27.62","29.62","27.62","187.23K","8.07%"
"Oct 14, 2019","27.14","27.71","28.19","26.95","193.69K","-2.06%"
"Oct 13, 2019","27.71","29.81","30.10","27.62","201.61K","-6.73%"
"Oct 10, 2019","29.71","31.33","31.33","29.52","183.62K","-5.17%"
"Oct 09, 2019","31.33","32.10","32.38","30.95","172.18K","-2.40%"
"Oct 07, 2019","32.10","32.86","32.86","32.00","73.75K","-2.31%"
"Oct 06, 2019","32.86","32.57","33.14","32.38","136.68K","2.37%"
"Oct 03, 2019","32.10","32.57","32.67","31.52","188.50K","-1.74%"
"Oct 02, 2019","32.67","32.95","32.95","32.38","90.39K","-0.58%"
"Oct 01, 2019","32.86","32.19","33.81","32.19","126.07K","2.69%"
"Sep 30, 2019","32.00","32.57","33.43","31.90","135.94K","-2.62%"
"Sep 29, 2019","32.86","33.05","33.90","32.67","172.50K","-2.81%"
"Sep 26, 2019","33.81","33.52","34.00","33.33","115.27K","1.44%"
"Sep 25, 2019","33.33","34.38","34.38","33.14","233.26K","-3.05%"
"Sep 24, 2019","34.38","35.24","35.24","34.19","156.03K","-1.38%"
"Sep 23, 2019","34.86","35.14","36.10","34.67","185.44K","0.29%"
"Sep 22, 2019","34.76","35.81","35.81","34.67","93.53K","-0.29%"
"Sep 19, 2019","34.86","35.81","35.90","34.67","114.08K","-2.13%"
"Sep 18, 2019","35.62","36.10","36.38","35.33","187.25K","-0.53%"
"Sep 17, 2019","35.81","36.38","36.38","35.62","179.18K","-1.57%"
"Sep 16, 2019","36.38","36.29","36.76","36.19","94.61K","1.06%"
"Sep 15, 2019","36.00","36.38","36.38","35.52","95.03K","-1.04%"
"Sep 12, 2019","36.38","36.10","36.95","35.71","146.13K","1.06%"
"Sep 11, 2019","36.00","37.33","37.33","35.90","203.27K","-3.56%"
"Sep 09, 2019","37.33","37.71","38.10","37.24","114.55K","-1.01%"
"Sep 08, 2019","37.71","37.81","38.10","37.24","187.12K","-0.26%"
"Sep 05, 2019","37.81","37.52","38.19","37.52","246.89K","0.77%"
"Sep 04, 2019","37.52","38.57","38.95","37.14","108.16K","-0.77%"
"Sep 03, 2019","37.81","38.38","38.38","37.05","241.35K","-1.49%"
"Sep 02, 2019","38.38","39.33","39.33","38.00","268.98K","-1.46%"
"Sep 01, 2019","38.95","39.14","39.43","38.48","201.99K","-0.49%"
"Aug 29, 2019","39.14","39.05","39.52","38.38","212.11K","-0.25%"
"Aug 28, 2019","39.24","40.29","40.86","39.05","339.31K","-2.61%"
"Aug 27, 2019","40.29","41.71","41.90","40.10","427.83K","-3.40%"
"Aug 26, 2019","41.71","42.29","42.76","40.76","1.04M","-0.24%"
"Aug 25, 2019","41.81","40.67","42.48","40.38","1.71M","5.29%"
"Aug 22, 2019","39.71","40.10","40.48","38.95","1.19M","-0.25%"
"Aug 21, 2019","39.81","39.62","40.95","39.62","1.33M","0.73%"
"Aug 20, 2019","39.52","37.43","40.00","37.43","1.89M","6.41%"
"Aug 19, 2019","37.14","36.48","37.90","36.48","567.39K","1.81%"
"Aug 18, 2019","36.48","36.29","36.76","36.29","94.05K","0.00%"
"Aug 08, 2019","36.48","36.19","36.76","36.19","200.20K","-0.25%"
"Aug 07, 2019","36.57","37.14","37.33","36.38","335.36K","-1.53%"
"Aug 06, 2019","37.14","37.14","37.81","37.05","379.89K","0.51%"
"Aug 05, 2019","36.95","37.90","38.00","36.57","323.82K","-1.02%"
"Aug 04, 2019","37.33","36.95","37.62","36.95","274.38K","1.55%"
"Aug 01, 2019","36.76","36.86","37.14","36.48","100.89K","1.30%"
"Jul 31, 2019","36.29","37.14","37.14","36.10","167.49K","-2.05%"
"Jul 30, 2019","37.05","37.43","37.52","36.95","211.49K","-0.24%"
"Jul 29, 2019","37.14","37.05","37.33","36.57","220.80K","1.56%"
"Jul 28, 2019","36.57","36.00","37.14","36.00","175.95K","1.58%"
"Jul 25, 2019","36.00","35.90","36.48","35.71","219.48K","0.28%"
"Jul 24, 2019","35.90","36.29","37.14","35.52","219.50K","-1.32%"
"Jul 23, 2019","36.38","35.24","36.86","35.24","142.81K","4.66%"
"Jul 22, 2019","34.76","34.76","35.24","33.71","275.43K","-2.41%"
"Jul 21, 2019","35.62","35.14","36.95","35.14","115.13K","-3.36%"
"Jul 18, 2019","36.86","37.43","37.43","36.67","115.69K","-0.24%"
"Jul 17, 2019","36.95","37.14","37.43","36.86","115.41K","-0.51%"
"Jul 16, 2019","37.14","36.95","37.52","36.76","160.26K","-0.77%"
"Jul 15, 2019","37.43","37.24","37.52","36.67","233.32K","0.51%"
"Jul 14, 2019","37.24","37.71","37.81","36.00","285.93K","-1.25%"
"Jul 11, 2019","37.71","40.95","40.95","37.52","944.36K","-9.39%"
"Jul 10, 2019","41.62","42.38","42.38","41.43","159.82K","-1.79%"
"Jul 09, 2019","42.38","43.14","43.24","42.00","175.84K","-1.76%"
"Jul 08, 2019","43.14","43.62","43.90","42.95","112.16K","-1.30%"
"Jul 07, 2019","43.71","44.00","44.57","43.62","164.95K","-0.43%"
"Jul 04, 2019","43.90","44.48","44.67","43.71","256.29K","-1.30%"
"Jul 03, 2019","44.48","45.71","45.71","44.38","164.66K","-1.27%"
"Jul 02, 2019","45.05","44.00","45.24","43.90","264.03K","2.15%"
"Jun 30, 2019","44.10","44.00","44.57","43.62","214.49K","0.46%"
"Jun 27, 2019","43.90","44.38","44.67","43.71","210.58K","-0.66%"
"Jun 26, 2019","44.19","44.38","44.76","44.10","158.22K","0.00%"
"Jun 25, 2019","44.19","44.67","44.76","44.10","91.99K","-1.07%"
"Jun 24, 2019","44.67","44.48","45.71","44.48","206.50K","0.65%"
"Jun 23, 2019","44.38","44.57","44.86","44.10","108.07K","-0.43%"
"Jun 20, 2019","44.57","44.86","45.14","44.29","284.49K","-0.65%"
"Jun 19, 2019","44.86","45.33","45.62","44.76","243.41K","-0.62%"
"Jun 18, 2019","45.14","44.29","45.52","44.00","309.41K","2.59%"
"Jun 17, 2019","44.00","45.14","45.14","43.90","242.99K","-1.70%"
"Jun 16, 2019","44.76","45.05","46.00","44.57","409.96K","0.00%"
"Jun 13, 2019","44.76","44.86","45.52","44.48","410.82K","-0.42%"
"Jun 12, 2019","44.95","45.33","45.33","44.76","212.21K","-1.47%"
"Jun 11, 2019","45.62","45.24","46.00","45.24","608.08K","0.84%"
"Jun 10, 2019","45.24","44.86","45.90","44.76","476.09K","1.71%"
"Jun 09, 2019","44.48","44.19","44.57","44.00","183.33K","0.66%"
"May 30, 2019","44.19","43.81","44.48","43.71","187.68K","0.43%"
"May 29, 2019","44.00","43.24","44.29","42.86","264.33K","2.66%"
"May 28, 2019","42.86","42.76","43.33","42.67","144.78K","1.35%"
"May 27, 2019","42.29","42.29","42.57","41.81","108.64K","-0.21%"
"May 26, 2019","42.38","42.67","42.67","42.29","64.30K","0.00%"
"May 23, 2019","42.38","42.86","42.86","42.00","108.03K","-0.68%"
"May 22, 2019","42.67","42.95","43.14","42.38","103.50K","-0.65%"
"May 21, 2019","42.95","43.52","43.52","42.86","145.08K","-1.11%"
"May 20, 2019","43.43","44.00","44.38","43.43","141.41K","-1.30%"
"May 19, 2019","44.00","43.71","44.29","43.43","225.36K","1.76%"
"May 16, 2019","43.24","42.86","43.62","42.67","125.48K","0.89%"
"May 15, 2019","42.86","43.33","43.33","42.76","244.79K","-0.21%"
"May 14, 2019","42.95","43.52","43.52","42.86","128.71K","-1.31%"
"May 13, 2019","43.52","44.00","44.00","43.33","206.83K","-0.87%"
"May 12, 2019","43.90","44.29","44.57","43.81","147.62K","0.21%"
"May 09, 2019","43.81","44.29","44.29","43.33","274.72K","-0.21%"
"May 08, 2019","43.90","44.00","44.38","43.14","398.43K","-0.23%"
"May 07, 2019","44.00","45.71","45.90","43.90","478.52K","-2.93%"
"May 06, 2019","45.33","44.48","46.00","43.24","834.27K","1.91%"
"May 05, 2019","44.48","41.90","44.67","41.90","1.49M","9.37%"
"May 02, 2019","40.67","40.67","40.67","38.00","745.98K","9.77%"
"Apr 30, 2019","37.05","37.14","37.71","36.67","383.47K","0.27%"
"Apr 29, 2019","36.95","36.95","37.33","36.76","306.25K","0.00%"
"Apr 28, 2019","36.95","38.29","38.29","36.76","172.84K","-2.76%"
"Apr 25, 2019","38.00","38.67","38.86","37.62","129.39K","0.50%"
"Apr 24, 2019","37.81","38.86","38.86","37.24","175.06K","-2.70%"
"Apr 23, 2019","38.86","39.52","40.19","38.48","158.53K","-2.85%"
"Apr 21, 2019","40.00","39.90","40.57","39.71","127.54K","0.48%"
"Apr 18, 2019","39.81","39.05","40.00","38.76","152.07K","2.71%"
"Apr 17, 2019","38.76","39.05","39.14","38.57","133.57K","-0.26%"
"Apr 16, 2019","38.86","39.24","39.62","38.76","79.38K","-1.92%"
"Apr 15, 2019","39.62","40.38","40.57","39.52","93.54K","-1.42%"
"Apr 11, 2019","40.19","39.81","40.57","38.95","158.27K","2.19%"
"Apr 10, 2019","39.33","39.81","40.38","39.05","96.09K","-1.43%"
"Apr 09, 2019","39.90","40.86","40.86","39.52","164.01K","-2.11%"
"Apr 08, 2019","40.76","41.43","41.81","40.57","133.58K","-2.28%"
"Apr 07, 2019","41.71","42.29","42.29","41.62","102.35K","-1.14%"
"Apr 04, 2019","42.19","41.81","42.38","41.71","84.48K","0.45%"
"Apr 03, 2019","42.00","42.67","42.67","41.90","112.46K","-0.69%"
"Apr 02, 2019","42.29","41.90","43.33","41.90","214.27K","1.85%"
"Apr 01, 2019","41.52","41.71","42.10","41.43","111.73K","0.00%"
"Mar 31, 2019","41.52","41.90","41.90","41.33","176.32K","-0.46%"
"Mar 28, 2019","41.71","42.00","42.19","41.62","253.16K","-0.45%"
"Mar 27, 2019","41.90","42.38","42.38","41.52","146.06K","0.00%"
"Mar 25, 2019","41.90","41.90","42.29","41.81","113.73K","0.46%"
"Mar 24, 2019","41.71","41.71","42.29","41.62","145.55K","0.00%"
"Mar 21, 2019","41.71","42.48","42.48","41.43","190.56K","-0.45%"
"Mar 20, 2019","41.90","42.48","43.43","41.52","338.94K","-1.37%"
"Mar 19, 2019","42.48","41.52","43.14","41.43","168.34K","2.31%"
"Mar 18, 2019","41.52","41.90","43.62","41.33","293.22K","-1.38%"
"Mar 14, 2019","42.10","44.19","44.29","41.62","317.07K","-3.48%"
"Mar 13, 2019","43.62","44.86","45.62","43.33","340.45K","-2.55%"
"Mar 12, 2019","44.76","46.19","46.19","44.67","129.36K","-1.06%"
"Mar 11, 2019","45.24","46.38","47.24","45.05","743.33K","-2.46%"
"Mar 10, 2019","46.38","45.71","47.14","45.71","264.78K","2.09%"
"Mar 07, 2019","45.43","46.95","47.14","45.05","400.27K","-1.24%"
"Mar 06, 2019","46.00","47.52","47.52","45.71","449.36K","-1.63%"
"Mar 05, 2019","46.76","48.38","48.38","46.38","477.21K","-1.81%"
"Mar 04, 2019","47.62","48.67","48.76","47.52","323.26K","-1.39%"
"Mar 03, 2019","48.29","48.29","49.24","48.10","306.84K","1.22%"
"Feb 27, 2019","47.71","48.76","48.86","47.52","636.81K","-1.00%"
"Feb 26, 2019","48.19","49.71","49.71","48.10","418.47K","-1.75%"
"Feb 25, 2019","49.05","49.43","49.52","48.95","259.28K","-0.18%"
"Feb 24, 2019","49.14","49.05","49.71","49.05","181.28K","-0.39%"
"Feb 20, 2019","49.33","49.62","49.81","48.95","191.45K","-0.58%"
"Feb 19, 2019","49.62","50.57","50.95","49.14","257.78K","-1.70%"
"Feb 18, 2019","50.48","51.33","51.62","50.29","296.08K","-1.66%"
"Feb 17, 2019","51.33","52.38","54.19","51.14","653.41K","-1.65%"
"Feb 14, 2019","52.19","52.10","52.95","51.43","954.65K","0.37%"
"Feb 13, 2019","52.00","48.48","52.29","48.48","1.68M","7.26%"
"Feb 12, 2019","48.48","46.95","48.86","46.76","486.18K","3.88%"
"Feb 11, 2019","46.67","47.33","47.33","46.38","388.34K","-1.00%"
"Feb 10, 2019","47.14","47.33","47.62","46.95","281.70K","-0.21%"
"Feb 07, 2019","47.24","48.48","48.86","46.76","659.58K","-2.56%"
"Feb 06, 2019","48.48","48.95","50.00","48.29","273.99K","-0.96%"
"Feb 05, 2019","48.95","48.38","49.33","47.62","557.70K","3.20%"
"Feb 04, 2019","47.43","46.67","48.95","46.57","484.82K","1.43%"
"Feb 03, 2019","46.76","49.43","50.00","46.48","1.20M","-5.04%"
"Jan 31, 2019","49.24","50.95","51.33","48.86","699.46K","-3.55%"
"Jan 30, 2019","51.05","53.52","53.81","50.67","1.74M","-6.12%"
"Jan 29, 2019","54.38","53.71","54.95","53.62","715.07K","1.42%"
"Jan 28, 2019","53.62","53.52","54.00","53.24","673.72K","0.54%"
"Jan 27, 2019","53.33","54.29","54.29","52.86","802.33K","-0.19%"
"Jan 24, 2019","53.43","53.33","54.76","53.33","865.95K","-0.17%"
"Jan 23, 2019","53.52","54.57","54.95","53.33","1.10M","-1.92%"
"Jan 22, 2019","54.57","56.10","56.29","54.38","917.55K","-2.38%"
"Jan 21, 2019","55.90","54.19","56.57","53.52","2.46M","4.25%"
"Jan 20, 2019","53.62","55.05","55.05","53.43","1.49M","-2.60%"
"Jan 17, 2019","55.05","56.19","56.57","54.86","656.71K","-1.02%"
"Jan 16, 2019","55.62","57.05","57.52","55.14","1.24M","-2.01%"
"Jan 15, 2019","56.76","57.05","57.14","56.38","1.04M","-0.67%"
"Jan 14, 2019","57.14","58.29","58.57","56.48","3.14M","-1.97%"
"Jan 13, 2019","58.29","60.00","60.00","57.71","1.62M","-1.92%"
"Jan 10, 2019","59.43","60.76","62.38","59.05","1.35M","-2.19%"
"Jan 09, 2019","60.76","62.19","62.48","60.00","1.40M","-1.84%"
"Jan 08, 2019","61.90","60.48","62.86","60.10","2.30M","2.35%"
"Jan 07, 2019","60.48","60.00","61.81","59.90","2.11M","1.29%"
"Jan 06, 2019","59.71","59.24","61.33","59.24","1.18M","-0.96%"
"Jan 03, 2019","60.29","59.33","61.71","59.33","1.43M","1.12%"
"Jan 02, 2019","59.62","59.05","60.00","57.52","1.51M","1.29%"
"Jan 01, 2019","58.86","58.10","60.38","57.90","922.48K","2.15%"
"Dec 27, 2018","57.62","56.67","58.10","56.00","1.12M","0.17%"
"Dec 26, 2018","57.52","56.76","58.57","56.19","539.51K","0.82%"
"Dec 24, 2018","57.05","55.81","58.86","55.81","1.36M","1.87%"
"Dec 23, 2018","56.00","55.81","56.48","55.14","395.11K","0.34%"
"Dec 20, 2018","55.81","55.43","57.62","55.43","363.93K","0.00%"
"Dec 19, 2018","55.81","56.57","57.24","55.14","575.68K","-0.16%"
"Dec 18, 2018","55.90","54.86","56.48","54.29","335.46K","1.90%"
"Dec 17, 2018","54.86","57.14","57.14","54.29","262.69K","-3.52%"
"Dec 13, 2018","56.86","56.76","58.10","56.19","655.36K","0.00%"
"Dec 12, 2018","56.86","56.76","58.76","56.38","910.84K","0.18%"
"Dec 11, 2018","56.76","57.05","58.57","56.29","427.42K","-0.99%"
"Dec 10, 2018","57.33","56.95","59.05","56.10","1.01M","1.50%"
"Dec 09, 2018","56.48","58.86","58.95","56.19","577.86K","-2.79%"
"Dec 06, 2018","58.10","59.05","59.24","57.90","971.67K","-1.44%"
"Dec 05, 2018","58.95","60.48","60.57","58.76","810.32K","-1.75%"
"Dec 04, 2018","60.00","59.62","61.24","59.14","908.20K","1.45%"
"Dec 03, 2018","59.14","59.81","61.33","58.95","681.89K","0.48%"
"Dec 02, 2018","58.86","60.76","61.24","58.57","756.21K","-3.13%"
"Nov 29, 2018","60.76","60.95","62.19","60.48","623.20K","-0.31%"
"Nov 28, 2018","60.95","59.90","62.86","58.76","1.09M","3.55%"
"Nov 27, 2018","58.86","59.90","60.67","58.00","771.27K","-0.79%"
"Nov 26, 2018","59.33","61.43","63.81","58.86","1.22M","-3.26%"
"Nov 25, 2018","61.33","61.33","61.33","61.33","-","0.00%"
"Nov 22, 2018","61.33","61.68","62.22","60.97","1.03M","-0.42%"
"Nov 20, 2018","61.59","62.04","63.64","60.97","1.04M","-0.73%"
"Nov 19, 2018","62.04","60.26","63.37","60.26","1.82M","3.11%"
"Nov 18, 2018","60.17","61.68","61.68","59.81","921.83K","-0.87%"
"Nov 15, 2018","60.70","62.48","63.37","60.26","1.36M","-4.08%"
"Nov 14, 2018","63.28","63.73","64.53","62.39","920.33K","0.00%"
"Nov 13, 2018","63.28","62.22","64.09","61.24","1.14M","2.59%"
"Nov 12, 2018","61.68","65.95","65.95","59.72","1.68M","-5.33%"
"Nov 11, 2018","65.15","64.98","67.65","64.26","2.34M","1.24%"
"Nov 08, 2018","64.35","62.57","64.98","62.57","1.91M","3.14%"
"Nov 07, 2018","62.39","60.35","63.02","60.35","1.69M","4.47%"
"Nov 06, 2018","59.72","60.61","60.97","59.64","599.94K","-1.19%"
"Nov 05, 2018","60.44","60.26","61.50","59.46","766.28K","0.30%"
"Nov 04, 2018","60.26","59.37","61.95","59.37","1.02M","0.30%"
"Nov 01, 2018","60.08","61.42","62.22","59.81","456.45K","-1.46%"
"Oct 31, 2018","60.97","61.59","62.66","60.53","1.28M","-0.59%"
"Oct 30, 2018","61.33","62.22","64.09","60.97","1.03M","-0.86%"
"Oct 29, 2018","61.86","57.77","62.66","57.77","1.26M","5.94%"
"Oct 28, 2018","58.39","57.68","59.37","56.16","670.50K","0.93%"
"Oct 25, 2018","57.85","57.94","58.39","57.05","559.85K","1.08%"
"Oct 24, 2018","57.23","56.34","58.03","56.34","483.43K","0.00%"
"Oct 23, 2018","57.23","58.03","59.64","56.25","833.39K","-1.99%"
"Oct 22, 2018","58.39","58.74","59.37","56.79","604.33K","-0.31%"
"Oct 21, 2018","58.57","60.08","61.24","57.85","743.47K","-4.08%"
"Oct 18, 2018","61.06","62.75","62.75","60.61","791.88K","-1.86%"
"Oct 17, 2018","62.22","63.20","64.53","61.77","1.16M","0.29%"
"Oct 16, 2018","62.04","62.93","63.20","61.24","1.35M","-1.70%"
"Oct 15, 2018","63.11","68.54","68.89","62.39","2.22M","-3.13%"
"Oct 14, 2018","65.15","59.64","65.15","59.64","3.34M","9.90%"
"Oct 11, 2018","59.28","59.55","60.97","59.01","531.55K","-0.30%"
"Oct 10, 2018","59.46","61.68","61.68","59.01","910.38K","-1.62%"
"Oct 09, 2018","60.44","61.42","62.48","59.90","764.16K","-0.43%"
"Oct 08, 2018","60.70","61.59","62.93","60.53","947.41K","-1.30%"
"Oct 07, 2018","61.50","63.64","64.53","61.06","1.62M","-2.81%"
"Oct 04, 2018","63.28","64.62","65.42","62.66","1.76M","-0.57%"
"Oct 03, 2018","63.64","60.08","64.53","60.08","1.71M","6.40%"
"Oct 02, 2018","59.81","60.97","61.50","59.19","1.17M","-1.76%"
"Oct 01, 2018","60.88","63.02","64.53","60.08","1.27M","-2.84%"
"Sep 30, 2018","62.66","61.42","63.64","60.61","1.38M","2.62%"
"Sep 27, 2018","61.06","63.28","64.35","59.81","1.88M","-3.39%"
"Sep 26, 2018","63.20","68.27","69.16","62.31","3.48M","-6.58%"
"Sep 25, 2018","67.65","67.65","68.45","66.22","2.55M","0.67%"
"Sep 24, 2018","67.20","69.87","72.01","66.76","4.82M","-2.20%"
"Sep 23, 2018","68.71","70.14","71.03","67.65","2.89M","-1.04%"
"Sep 20, 2018","69.43","65.06","69.87","64.89","4.72M","7.00%"
"Sep 19, 2018","64.89","64.98","66.58","63.64","2.50M","1.39%"
"Sep 18, 2018","64.00","60.97","65.33","60.97","3.60M","7.47%"
"Sep 17, 2018","59.55","60.17","61.42","57.85","1.64M","-0.88%"
"Sep 16, 2018","60.08","64.53","64.98","59.01","2.66M","-5.99%"
"Sep 13, 2018","63.91","65.15","68.54","63.20","5.04M","1.70%"
"Sep 12, 2018","62.84","61.68","64.98","58.12","3.44M","2.61%"
"Sep 11, 2018","61.24","62.57","64.98","60.61","2.49M","-1.72%"
"Sep 10, 2018","62.31","57.14","62.31","57.05","5.47M","9.89%"
"Sep 09, 2018","56.70","54.83","57.32","54.29","1.70M","3.41%"
"Sep 06, 2018","54.83","51.54","55.81","51.54","1.70M","8.08%"
"Sep 05, 2018","50.73","50.82","51.62","50.56","453.17K","0.00%"
"Sep 04, 2018","50.73","51.54","51.54","50.65","196.03K","-0.18%"
"Sep 03, 2018","50.82","51.80","52.07","50.65","469.29K","-1.55%"
"Aug 30, 2018","51.62","51.71","52.25","51.45","320.33K","0.16%"
"Aug 29, 2018","51.54","51.62","52.16","51.27","361.20K","0.70%"
"Aug 28, 2018","51.18","51.27","51.71","50.82","220.88K","-0.18%"
"Aug 27, 2018","51.27","51.62","52.34","51.09","263.26K","-0.52%"
"Aug 26, 2018","51.54","51.62","51.98","50.91","235.75K","0.00%"
"Aug 20, 2018","51.54","50.91","52.25","50.65","305.70K","0.17%"
"Aug 19, 2018","51.45","50.73","51.98","50.38","231.30K","1.42%"
"Aug 16, 2018","50.73","50.29","51.98","49.76","490.09K","1.06%"
"Aug 14, 2018","50.20","51.80","52.51","49.84","568.50K","-4.25%"
"Aug 13, 2018","52.43","54.29","54.74","52.07","279.23K","-2.15%"
"Aug 12, 2018","53.58","58.57","59.01","53.23","2.14M","-7.25%"
"Aug 09, 2018","57.77","55.81","58.57","55.72","905.78K","3.85%"
"Aug 08, 2018","55.63","56.70","57.77","55.45","501.63K","-2.20%"
"Aug 07, 2018","56.88","55.81","57.94","55.81","1.15M","1.92%"
"Aug 06, 2018","55.81","56.96","57.68","54.83","521.96K","-0.94%"
"Aug 05, 2018","56.34","54.29","56.70","53.67","598.00K","3.93%"
"Aug 02, 2018","54.21","54.47","54.83","53.49","543.10K","0.50%"
"Aug 01, 2018","53.94","55.10","55.54","53.67","364.73K","-0.33%"
"Jul 31, 2018","54.12","54.56","55.18","53.76","428.11K","0.33%"
"Jul 30, 2018","53.94","56.34","56.34","52.96","334.55K","-2.11%"
"Jul 29, 2018","55.10","55.63","57.14","54.83","1.53M","-0.14%"
"Jul 26, 2018","55.18","56.96","56.96","54.74","927.38K","-1.45%"
"Jul 25, 2018","55.99","56.25","58.21","55.18","953.02K","0.48%"
"Jul 24, 2018","55.72","58.66","58.83","55.36","1.82M","-5.01%"
"Jul 23, 2018","58.66","62.04","62.04","58.03","1.02M","-4.21%"
"Jul 22, 2018","61.24","61.77","63.64","59.19","2.60M","-0.71%"
"Jul 19, 2018","61.68","60.97","62.57","60.08","1.50M","1.46%"
"Jul 18, 2018","60.79","57.41","61.42","57.41","2.66M","7.55%"
"Jul 17, 2018","56.52","56.52","57.50","55.01","1.82M","1.44%"
"Jul 16, 2018","55.72","55.63","57.94","55.36","2.78M","0.16%"
"Jul 15, 2018","55.63","54.29","56.25","53.58","506.05K","3.31%"
"Jul 12, 2018","53.85","55.45","55.90","52.96","1.29M","-1.46%"
"Jul 11, 2018","54.65","57.14","58.12","53.67","958.66K","-3.92%"
"Jul 10, 2018","56.88","52.87","57.41","52.43","2.41M","8.86%"
"Jul 09, 2018","52.25","52.87","54.03","51.98","681.53K","-0.17%"
"Jul 08, 2018","52.34","51.62","53.32","51.62","629.86K","2.09%"
"Jul 05, 2018","51.27","50.91","52.43","50.91","559.61K","2.31%"
"Jul 04, 2018","50.11","50.02","50.91","49.84","304.41K","0.36%"
"Jul 03, 2018","49.93","51.09","51.45","49.84","285.66K","-0.89%"
"Jul 02, 2018","50.38","52.07","52.07","49.93","241.70K","-0.69%"
"Jun 28, 2018","50.73","51.36","51.80","50.47","577.13K","-0.70%"
"Jun 27, 2018","51.09","52.34","52.87","50.56","373.64K","-2.39%"
"Jun 26, 2018","52.34","51.62","53.23","51.36","526.21K","1.73%"
"Jun 25, 2018","51.45","53.40","53.67","51.00","536.41K","-2.52%"
"Jun 24, 2018","52.78","54.21","54.83","52.07","1.04M","-2.15%"
"Jun 21, 2018","53.94","52.43","54.74","52.34","850.72K","3.06%"
"Jun 20, 2018","52.34","54.56","54.56","51.80","555.94K","-1.99%"
"Jun 19, 2018","53.40","54.65","54.74","53.05","745.14K","-2.29%"
"Jun 18, 2018","54.65","54.38","55.36","54.21","669.28K","0.66%"
"Jun 12, 2018","54.29","53.49","54.92","53.49","263.30K","1.33%"
"Jun 11, 2018","53.58","53.40","55.01","53.23","361.05K","-0.17%"
"Jun 10, 2018","53.67","55.18","55.18","53.23","522.66K","-2.12%"
"Jun 07, 2018","54.83","56.34","56.43","54.29","554.36K","-2.21%"
"Jun 06, 2018","56.07","58.74","58.74","55.45","1.07M","-3.97%"
"Jun 05, 2018","58.39","56.96","59.37","56.96","2.30M","3.64%"
"Jun 04, 2018","56.34","55.63","57.14","55.10","1.08M","2.25%"
"Jun 03, 2018","55.10","55.18","56.43","54.56","444.22K","0.49%"
"May 31, 2018","54.83","53.94","55.90","52.16","811.26K","1.82%"
"May 30, 2018","53.85","56.16","57.59","53.40","1.44M","-3.82%"
"May 29, 2018","55.99","53.67","56.43","53.32","1.84M","4.32%"
"May 28, 2018","53.67","52.51","55.27","51.62","1.20M","2.72%"
"May 27, 2018","52.25","48.51","52.51","48.51","705.91K","9.31%"
"May 24, 2018","47.80","46.91","48.06","46.91","153.98K","2.09%"
"May 23, 2018","46.82","47.44","48.42","46.55","165.36K","-0.74%"
"May 22, 2018","47.17","48.60","48.78","46.46","129.26K","-1.85%"
"May 21, 2018","48.06","48.42","50.11","48.06","134.13K","0.54%"
"May 20, 2018","47.80","48.95","48.95","47.26","157.72K","-2.71%"
"May 17, 2018","49.13","49.84","49.84","49.04","124.85K","-1.09%"
"May 16, 2018","49.67","49.13","50.38","49.13","158.67K","-0.34%"
"May 15, 2018","49.84","50.29","50.38","49.84","126.99K","0.52%"
"May 14, 2018","49.58","51.00","51.00","49.40","144.00K","-0.52%"
"May 13, 2018","49.84","52.16","52.16","49.58","174.84K","-3.13%"
"May 10, 2018","51.45","51.98","52.25","50.91","195.10K","-0.33%"
"May 09, 2018","51.62","52.87","53.32","51.45","250.95K","-2.86%"
