"Date","Price","Open","High","Low","Vol.","Change %"
"May 08, 2018","53.14","54.12","54.38","52.78","283.06K","-1.81%"
"May 07, 2018","54.12","54.21","55.18","53.94","340.87K","-0.17%"
"May 06, 2018","54.21","53.85","55.45","53.85","382.06K","0.67%"
"May 03, 2018","53.85","53.40","54.56","53.05","538.02K","1.16%"
"Apr 30, 2018","53.23","53.05","53.40","51.80","212.70K","1.70%"
"Apr 26, 2018","52.34","53.14","53.58","52.07","324.09K","0.00%"
"Apr 25, 2018","52.34","53.85","54.74","52.07","294.30K","-1.84%"
"Apr 24, 2018","53.32","50.65","53.85","50.65","953.25K","4.73%"
"Apr 23, 2018","50.91","49.67","51.18","48.69","305.65K","4.56%"
"Apr 22, 2018","48.69","49.76","50.11","48.33","178.99K","-0.71%"
"Apr 19, 2018","49.04","49.76","50.56","48.78","227.45K","-1.78%"
"Apr 18, 2018","49.93","49.84","51.27","49.84","157.90K","0.18%"
"Apr 17, 2018","49.84","52.07","52.43","49.40","202.13K","-2.62%"
"Apr 16, 2018","51.18","49.93","51.54","48.51","324.91K","2.50%"
"Apr 15, 2018","49.93","52.34","52.51","48.95","389.34K","-4.44%"
"Apr 12, 2018","52.25","52.51","53.40","51.54","155.85K","-0.34%"
"Apr 11, 2018","52.43","52.69","55.54","52.07","478.83K","-1.50%"
"Apr 10, 2018","53.23","53.49","54.65","52.87","545.28K","-0.32%"
"Apr 09, 2018","53.40","55.01","55.18","53.14","775.44K","-2.45%"
"Apr 08, 2018","54.74","53.40","56.79","53.14","793.01K","5.68%"
"Apr 05, 2018","51.80","50.38","53.40","48.60","1.21M","3.00%"
"Apr 04, 2018","50.29","50.82","52.69","49.84","592.94K","-0.53%"
"Apr 03, 2018","50.56","51.54","52.25","50.38","559.04K","-1.04%"
"Apr 02, 2018","51.09","47.08","51.09","46.46","996.21K","9.97%"
"Apr 01, 2018","46.46","44.24","46.55","43.79","910.40K","9.65%"
"Mar 29, 2018","42.37","39.07","42.81","38.99","589.49K","8.67%"
"Mar 28, 2018","38.99","40.41","40.85","38.90","210.91K","-3.30%"
"Mar 27, 2018","40.32","41.12","42.10","39.96","100.05K","-5.24%"
"Mar 25, 2018","42.55","42.46","42.99","42.28","24.17K","0.64%"
"Mar 22, 2018","42.28","43.17","43.17","41.03","170.15K","-0.82%"
"Mar 21, 2018","42.63","43.35","44.50","42.10","83.23K","-3.64%"
"Mar 20, 2018","44.24","44.68","45.13","43.97","74.30K","-1.58%"
"Mar 19, 2018","44.95","45.48","45.48","44.77","64.99K","-0.97%"
"Mar 18, 2018","45.39","45.39","45.66","45.13","16.44K","-0.59%"
"Mar 15, 2018","45.66","45.66","46.02","44.95","95.13K","0.59%"
"Mar 14, 2018","45.39","46.28","46.28","45.22","70.25K","-1.56%"
"Mar 13, 2018","46.11","46.02","46.28","44.50","204.33K","2.17%"
"Mar 12, 2018","45.13","45.75","45.84","44.95","63.73K","-1.74%"
"Mar 11, 2018","45.93","46.28","46.64","45.84","71.76K","-0.76%"
"Mar 08, 2018","46.28","45.39","47.08","45.39","57.77K","-0.39%"
"Mar 07, 2018","46.46","46.19","46.73","46.19","75.33K","0.58%"
"Mar 06, 2018","46.19","46.55","47.35","45.84","196.09K","-0.39%"
"Mar 05, 2018","46.37","46.91","47.00","45.93","98.62K","-0.96%"
"Mar 04, 2018","46.82","47.44","48.33","46.73","138.10K","-2.42%"
"Mar 01, 2018","47.98","47.08","48.33","47.08","145.71K","1.52%"
"Feb 28, 2018","47.26","46.73","48.06","46.73","100.33K","1.53%"
"Feb 27, 2018","46.55","47.35","47.71","46.46","37.41K","-0.58%"
"Feb 26, 2018","46.82","47.44","48.69","46.46","86.55K","-2.42%"
"Feb 25, 2018","47.98","48.33","50.20","47.53","261.47K","2.09%"
"Feb 22, 2018","47.00","46.64","48.06","46.64","215.88K","0.38%"
"Feb 20, 2018","46.82","48.69","48.69","46.64","94.74K","-0.38%"
"Feb 19, 2018","47.00","48.06","48.95","46.73","113.16K","-2.21%"
"Feb 18, 2018","48.06","48.06","50.38","47.62","108.40K","-2.71%"
"Feb 15, 2018","49.40","48.06","50.29","48.06","74.98K","0.37%"
"Feb 14, 2018","49.22","49.84","50.73","48.42","223.14K","0.18%"
"Feb 13, 2018","49.13","50.56","50.56","48.95","65.80K","-1.27%"
"Feb 12, 2018","49.76","50.29","50.65","49.58","78.13K","-1.41%"
"Feb 11, 2018","50.47","49.04","51.80","49.04","220.30K","2.17%"
"Feb 08, 2018","49.40","49.67","49.84","48.78","44.64K","-0.54%"
"Feb 07, 2018","49.67","48.51","51.36","48.51","163.30K","-0.34%"
"Feb 06, 2018","49.84","48.33","50.73","48.24","154.37K","3.70%"
"Feb 05, 2018","48.06","48.33","48.87","46.82","116.84K","-1.29%"
"Feb 04, 2018","48.69","52.07","52.07","48.33","162.62K","-5.36%"
"Feb 01, 2018","51.45","51.71","52.87","50.91","164.61K","-1.36%"
"Jan 31, 2018","52.16","52.51","52.78","51.45","109.35K","-1.51%"
"Jan 30, 2018","52.96","53.49","53.58","51.80","369.53K","0.00%"
"Jan 29, 2018","52.96","53.76","53.76","52.69","205.59K","-0.51%"
"Jan 28, 2018","53.23","54.56","54.65","53.05","308.24K","-3.53%"
"Jan 25, 2018","55.18","54.92","55.45","54.92","189.27K","0.15%"
"Jan 24, 2018","55.10","55.81","55.81","55.01","239.89K","-0.63%"
"Jan 23, 2018","55.45","55.63","55.81","55.10","257.90K","0.80%"
"Jan 22, 2018","55.01","54.83","55.99","54.56","363.58K","0.49%"
"Jan 21, 2018","54.74","54.74","55.54","54.65","122.04K","-0.33%"
"Jan 18, 2018","54.92","54.74","55.54","54.65","99.24K","-0.47%"
"Jan 17, 2018","55.18","55.90","55.90","55.10","130.72K","-0.65%"
"Jan 16, 2018","55.54","54.38","56.07","54.03","203.70K","1.80%"
"Jan 15, 2018","54.56","55.10","55.63","54.29","221.78K","-0.82%"
"Jan 14, 2018","55.01","55.81","55.81","54.74","217.91K","-0.95%"
"Jan 11, 2018","55.54","55.18","55.72","54.74","82.37K","0.33%"
"Jan 10, 2018","55.36","56.16","56.25","55.01","195.23K","-1.27%"
"Jan 09, 2018","56.07","56.07","56.34","55.81","201.03K","0.00%"
"Jan 08, 2018","56.07","57.05","57.05","55.99","352.00K","-1.42%"
"Jan 07, 2018","56.88","56.61","57.41","56.43","598.88K","0.96%"
"Jan 04, 2018","56.34","56.52","56.61","55.72","661.52K","0.48%"
"Jan 03, 2018","56.07","54.74","56.52","54.74","815.53K","2.77%"
"Jan 02, 2018","54.56","54.38","54.65","54.12","219.55K","0.50%"
"Jan 01, 2018","54.29","55.10","55.45","54.03","213.42K","-1.15%"
"Dec 28, 2017","54.92","53.67","55.36","53.67","451.48K","1.65%"
"Dec 27, 2017","54.03","53.94","54.56","53.85","334.81K","0.33%"
"Dec 26, 2017","53.85","53.94","54.29","53.58","239.59K","-0.33%"
"Dec 24, 2017","54.03","54.29","54.56","53.49","244.45K","-0.48%"
"Dec 21, 2017","54.29","54.56","54.92","54.29","197.98K","-0.17%"
"Dec 20, 2017","54.38","54.65","55.01","54.29","497.41K","0.31%"
"Dec 19, 2017","54.21","54.65","54.74","53.94","187.91K","0.00%"
"Dec 18, 2017","54.21","54.56","55.10","54.12","212.82K","-0.31%"
"Dec 17, 2017","54.38","55.36","55.36","54.29","186.21K","0.31%"
